stfgov,stflife,stfeco,stfdem,reform,education,edulevel,male,age,edulevel.1,society,polinterest,tv,religious,ideology,family,prosp,absdate,difdate,pdwrk,unempl,hswrk,Treatment,pscores,distance,weights
8,10,3,8,0,0,7,1,67,7,8,3,4,7,3,0,0,20,-20,0,0,0,Control,0.3002015821123739,0.3002015821123739,1
1,9,3,2,1,0,3,1,77,3,5,1,6,3,4,0,0,58,58,0,0,0,Treated,0.22558511938587755,0.22558511938587755,1
5,9,4,8,0,1,1,1,17,1,7,2,3,2,7,0,0,30,-30,0,0,0,Control,0.43946496001922186,0.43946496001922186,1
0,8,2,3,1,0,2,0,56,2,3,3,2,4,1,0,0,23,23,0,0,0,Treated,0.40871783648537335,0.40871783648537335,1
10,10,10,10,1,0,2,0,48,2,8,2,2,0,10,1,0,2,2,1,0,0,Treated,0.44669914940107586,0.44669914940107586,1
3,8,6,8,1,1,2,1,20,2,6,2,1,1,9,0,0,49,49,0,0,1,Treated,0.45771975171317075,0.45771975171317075,1
4,9,5,10,0,0,6,1,39,6,6,3,4,2,7,0,1,28,-28,0,1,1,Control,0.41339989428286,0.41339989428286,1
5,8,5,9,0,0,3,1,54,3,5,3,2,3,4,1,0,20,-20,1,0,0,Control,0.391880263933255,0.391880263933255,1
4,9,3,5,1,0,3,0,35,3,5,2,1,4,4,1,1,8,8,1,0,1,Treated,0.5268874115364093,0.5268874115364093,1
7,8,7,8,0,0,3,0,34,3,7,2,4,3,4,0,1,26,-26,1,0,0,Control,0.467484235138372,0.467484235138372,1
2,8,5,7,1,1,4,0,22,4,7,2,1,6,8,0,0,55,55,0,0,0,Treated,0.4929151667070741,0.4929151667070741,1
8,9,6,10,1,0,2,0,66,2,3,3,6,5,3,0,0,13,13,0,0,0,Treated,0.3115581943578375,0.3115581943578375,1
3,9,5,7,1,0,2,0,50,2,4,2,3,1,0,0,0,23,23,1,0,0,Treated,0.38617504275611975,0.38617504275611975,1
2,0,9,2,0,0,4,1,56,4,10,4,2,5,8,1,1,12,-12,1,0,0,Control,0.410768460602332,0.410768460602332,1
5,8,8,8,0,1,2,1,18,2,8,3,1,2,7,0,1,8,-8,1,0,1,Control,0.47093326839833666,0.47093326839833666,1
3,9,6,5,1,0,3,0,26,3,4,2,2,0,7,1,0,7,7,0,1,1,Treated,0.536452474231093,0.536452474231093,1
4,8,5,4,0,0,1,1,51,1,6,3,1,8,5,0,0,5,-5,1,0,1,Control,0.47639252730512965,0.47639252730512965,1
1,10,4,6,1,0,6,0,59,6,6,4,3,4,2,1,0,7,7,1,0,1,Treated,0.3623529442562759,0.3623529442562759,1
7,10,6,8,1,0,7,1,40,7,7,3,0,7,7,0,1,15,15,1,0,0,Treated,0.5116649771277493,0.5116649771277493,1
3,7,5,7,0,0,6,1,45,6,8,4,2,5,5,0,1,25,-25,1,0,1,Control,0.43911450989157347,0.43911450989157347,1
3,4,6,5,0,0,4,0,59,4,3,2,4,6,7,0,0,14,-14,0,0,0,Control,0.3811956312544698,0.3811956312544698,1
4,8,4,7,0,0,6,1,51,6,8,3,1,6,8,1,1,5,-5,1,0,1,Control,0.44265662661683697,0.44265662661683697,1
7,7,6,9,0,0,2,0,55,2,5,3,3,7,5,0,0,21,-21,1,0,1,Control,0.43310748695443096,0.43310748695443096,1
2,8,6,7,0,0,3,1,33,3,6,2,1,6,7,0,1,4,-4,1,0,1,Control,0.5385460662619295,0.5385460662619295,1
10,10,10,10,0,0,3,1,79,3,5,3,2,5,5,0,0,3,-3,0,0,0,Control,0.3001600312443873,0.3001600312443873,1
7,9,6,10,1,0,3,0,62,3,5,3,2,4,5,0,0,1,1,1,0,0,Treated,0.39056659785376174,0.39056659785376174,1
3,9,7,8,1,0,6,0,50,6,6,3,2,10,3,0,0,12,12,1,0,0,Treated,0.4632300056573187,0.4632300056573187,1
4,8,4,5,1,0,3,1,69,3,4,2,2,5,5,0,0,1,1,0,0,0,Treated,0.33710072126187374,0.33710072126187374,1
8,10,10,6,0,0,6,0,77,6,5,3,3,9,8,0,0,34,-34,0,0,0,Control,0.33590256024421145,0.33590256024421145,1
6,8,5,7,0,0,5,1,66,5,5,3,3,3,3,0,0,22,-22,0,0,0,Control,0.30720384419294383,0.30720384419294383,1
5,10,4,8,0,1,1,0,16,1,7,2,1,9,5,1,1,19,-19,0,0,1,Control,0.5492922242113769,0.5492922242113769,1
7,8,7,6,1,0,2,0,53,2,6,2,1,5,5,1,0,1,1,0,0,0,Treated,0.45715538878988815,0.45715538878988815,1
7,8,8,8,1,0,3,1,60,3,5,3,3,2,6,0,0,31,31,0,0,0,Treated,0.34899686230411975,0.34899686230411975,1
3,10,9,7,1,0,2,0,82,2,5,2,2,5,5,0,0,27,27,0,0,0,Treated,0.30906650833972826,0.30906650833972826,1
8,10,7,8,0,0,2,1,23,2,5,2,2,1,5,0,0,34,-34,0,1,0,Control,0.5294624586657398,0.5294624586657398,1
3,8,5,7,0,0,3,0,64,3,5,3,3,5,3,0,0,20,-20,0,0,1,Control,0.3627275455900024,0.3627275455900024,1
6,7,9,8,1,1,2,0,21,2,5,3,2,2,4,1,0,8,8,0,0,1,Treated,0.4524200921440146,0.4524200921440146,1
1,9,3,2,1,0,6,0,73,6,5,4,4,0,2,0,0,22,22,0,0,1,Treated,0.2638515828651893,0.2638515828651893,1
1,7,3,4,1,0,3,1,47,3,3,3,2,7,2,1,1,21,21,1,0,1,Treated,0.4465606148905121,0.4465606148905121,1
5,8,6,8,1,1,2,0,17,2,7,4,2,4,7,1,0,7,7,1,0,1,Treated,0.5050191182482946,0.5050191182482946,1
6,8,6,6,0,0,2,0,59,2,6,2,2,2,5,0,0,7,-7,1,0,1,Control,0.38912063205912567,0.38912063205912567,1
1,9,4,4,0,0,3,1,42,3,3,2,5,3,7,0,0,26,-26,1,0,1,Control,0.4024814451170495,0.4024814451170495,1
0,8,5,8,1,1,2,1,16,2,7,3,2,4,7,1,1,28,28,1,0,1,Treated,0.4777682370941294,0.4777682370941294,1
1,9,4,5,1,0,2,0,73,2,8,4,3,6,9,0,0,13,13,0,0,1,Treated,0.36382316360385897,0.36382316360385897,1
3,10,5,10,0,0,3,1,64,3,8,3,3,8,5,0,0,1,-1,0,0,1,Control,0.3659248903280615,0.3659248903280615,1
7,7,5,9,0,0,3,0,41,3,5,2,2,8,4,0,0,14,-14,1,0,0,Control,0.5091033269784858,0.5091033269784858,1
8,10,7,8,0,0,2,1,84,2,8,3,5,10,5,0,0,27,-27,0,0,0,Control,0.26880531667181606,0.26880531667181606,1
6,8,6,5,1,0,6,1,46,6,8,3,1,5,4,0,0,22,22,1,0,1,Treated,0.4415878674500998,0.4415878674500998,1
5,5,4,5,0,0,3,0,56,3,5,2,3,5,5,1,0,22,-22,0,0,0,Control,0.40147884546048807,0.40147884546048807,1
8,9,4,7,0,1,4,1,26,4,8,3,2,1,3,0,0,11,-11,0,0,0,Control,0.37847166331830345,0.37847166331830345,1
5,9,5,5,1,1,4,1,24,4,5,3,1,5,4,1,0,41,41,0,0,0,Treated,0.44088236176592077,0.44088236176592077,1
10,10,6,7,0,1,2,1,17,2,5,1,1,3,4,0,0,8,-8,0,0,0,Control,0.45888559747846613,0.45888559747846613,1
5,10,6,6,0,0,1,0,82,1,5,3,3,9,5,0,0,32,-32,0,0,1,Control,0.33001050455731956,0.33001050455731956,1
7,4,5,8,0,0,7,0,31,7,8,3,1,4,3,0,0,28,-28,1,0,1,Control,0.5213514582860508,0.5213514582860508,1
4,10,4,10,1,0,6,0,33,6,6,3,1,3,3,0,1,44,44,1,0,0,Treated,0.5119733093577494,0.5119733093577494,1
7,10,4,8,0,0,7,0,41,7,8,3,2,5,5,0,1,27,-27,1,0,0,Control,0.47086703746854114,0.47086703746854114,1
3,7,3,9,1,0,6,0,37,6,5,3,1,4,5,0,0,6,6,1,0,0,Treated,0.5097275542279607,0.5097275542279607,1
4,10,5,4,1,1,3,0,26,3,9,2,1,4,5,0,0,13,13,0,0,0,Treated,0.4501129848406745,0.4501129848406745,1
6,10,3,6,0,0,6,1,61,6,6,2,3,8,2,0,0,5,-5,1,0,0,Control,0.34523625315807255,0.34523625315807255,1
3,10,3,8,0,0,3,0,60,3,5,3,4,7,6,0,0,22,-22,1,0,1,Control,0.3901204930263037,0.3901204930263037,1
6,10,5,10,0,0,3,0,52,3,7,3,1,3,2,0,1,44,-44,1,0,0,Control,0.4336933818114355,0.4336933818114355,1
5,6,9,6,0,0,6,0,46,6,7,3,3,5,6,1,0,25,-25,1,0,0,Control,0.43988307336088395,0.43988307336088395,1
2,7,0,7,1,0,1,1,83,1,5,2,3,3,5,0,0,22,22,0,0,0,Treated,0.2622672792027363,0.2622672792027363,1
5,9,4,8,1,0,5,0,60,5,7,3,2,2,9,0,0,16,16,1,0,0,Treated,0.3894087680202255,0.3894087680202255,1
3,7,3,5,1,0,2,0,45,2,5,1,2,5,7,1,1,49,49,1,0,0,Treated,0.48042907792015355,0.48042907792015355,1
4,9,9,8,1,1,2,1,20,2,6,3,1,6,3,1,0,51,51,0,0,0,Treated,0.4745960373983348,0.4745960373983348,1
6,10,8,7,0,0,5,0,48,5,7,3,1,8,2,0,1,5,-5,1,0,0,Control,0.47743250408786236,0.47743250408786236,1
8,10,8,8,1,0,6,1,68,6,8,3,1,4,8,0,0,59,59,0,0,0,Treated,0.34996052503499975,0.34996052503499975,1
4,9,3,7,0,0,4,1,23,4,4,3,2,0,6,1,0,8,-8,1,0,0,Control,0.5215226114545696,0.5215226114545696,1
4,9,4,9,0,0,2,0,53,2,3,3,4,3,1,1,0,19,-19,0,1,0,Control,0.38025050766275437,0.38025050766275437,1
8,9,8,8,1,1,2,0,16,2,6,2,1,6,5,0,0,23,23,0,0,0,Treated,0.5217210437786044,0.5217210437786044,1
2,10,5,7,1,0,1,0,73,1,6,2,2,5,7,0,0,20,20,0,0,0,Treated,0.36063647366655294,0.36063647366655294,1
2,9,8,4,0,0,2,1,19,2,9,3,2,6,7,1,0,36,-36,1,0,0,Control,0.5972703137063696,0.5972703137063696,1
4,10,4,7,0,0,1,1,72,1,8,3,4,6,3,0,0,26,-26,0,0,1,Control,0.3048829727842861,0.3048829727842861,1
4,8,7,7,0,0,3,1,47,3,7,3,2,0,7,1,1,5,-5,1,0,0,Control,0.4145001734291175,0.4145001734291175,1
5,9,5,7,1,0,3,1,31,3,7,3,3,6,6,0,0,13,13,1,0,0,Treated,0.5127982084908679,0.5127982084908679,1
5,9,6,7,1,0,3,0,21,3,4,2,1,6,3,1,0,29,29,1,0,1,Treated,0.6043272371307608,0.6043272371307608,1
6,9,7,9,0,0,7,0,62,7,6,3,1,8,4,0,0,21,-21,1,0,1,Control,0.4079636667815749,0.4079636667815749,1
7,9,8,8,1,0,7,1,28,7,7,3,2,3,5,1,0,1,1,1,0,0,Treated,0.4942395765123663,0.4942395765123663,1
4,9,8,7,0,0,7,0,27,7,6,2,1,0,7,0,0,22,-22,0,1,0,Control,0.5237849816315482,0.5237849816315482,1
7,7,6,6,0,1,6,0,26,6,5,3,1,6,2,1,0,11,-11,0,0,0,Control,0.44273730337503825,0.44273730337503825,1
5,10,8,10,1,0,6,0,70,6,5,4,3,8,3,0,0,51,51,0,0,0,Treated,0.34557770889549116,0.34557770889549116,1
0,7,1,6,1,1,4,1,24,4,8,3,2,4,1,1,0,52,52,1,0,0,Treated,0.40037373454804165,0.40037373454804165,1
8,9,4,10,1,0,6,0,56,6,7,4,3,4,4,0,0,13,13,1,0,1,Treated,0.38358979348744127,0.38358979348744127,1
5,9,6,8,0,0,7,1,50,7,7,3,2,5,5,0,1,8,-8,1,0,1,Control,0.40373907850741997,0.40373907850741997,1
7,8,6,7,1,0,6,0,49,6,6,2,1,6,3,0,0,7,7,1,0,0,Treated,0.4502842953186269,0.4502842953186269,1
4,7,5,8,0,1,6,1,25,6,6,3,3,2,2,1,0,14,-14,0,0,0,Control,0.35844282875075645,0.35844282875075645,1
5,10,6,8,0,0,7,0,38,7,5,4,1,1,1,0,1,21,-21,0,1,0,Control,0.4652143873930235,0.4652143873930235,1
5,7,6,7,0,0,5,0,29,5,5,3,2,6,3,0,0,7,-7,1,0,0,Control,0.5420443760950061,0.5420443760950061,1
2,9,2,2,0,0,6,0,39,6,8,1,1,5,9,0,1,38,-38,1,0,0,Control,0.5097870543133737,0.5097870543133737,1
7,9,5,8,0,0,2,1,52,2,8,3,2,0,3,0,0,28,-28,1,0,0,Control,0.37941274671546377,0.37941274671546377,1
5,10,10,5,0,1,5,1,27,5,9,2,2,5,8,0,0,31,-31,0,0,0,Control,0.41057877683748073,0.41057877683748073,1
0,9,6,8,1,1,6,0,26,6,4,3,3,5,4,1,0,50,50,0,0,0,Treated,0.4088798197485328,0.4088798197485328,1
5,9,8,7,1,0,6,0,39,6,8,3,1,1,1,0,1,2,2,1,0,0,Treated,0.4576903735191916,0.4576903735191916,1
9,9,10,2,1,0,5,1,48,5,9,4,1,7,8,1,1,49,49,1,0,0,Treated,0.4764481846687066,0.4764481846687066,1
1,9,4,8,1,1,2,1,19,2,6,3,1,7,3,0,0,53,53,0,0,0,Treated,0.48684900897953903,0.48684900897953903,1
5,8,3,8,1,0,5,1,54,5,6,3,4,5,5,0,0,49,49,1,0,0,Treated,0.36299153001081447,0.36299153001081447,1
6,10,9,10,0,0,7,1,32,7,9,3,2,0,7,1,0,9,-9,1,0,0,Control,0.46007510521236616,0.46007510521236616,1
5,10,7,4,1,1,4,1,31,4,7,3,3,1,0,0,0,58,58,1,0,0,Treated,0.32798434598656656,0.32798434598656656,1
7,8,6,9,1,0,7,1,29,7,8,3,1,1,8,0,0,18,18,1,0,0,Treated,0.505637555564527,0.505637555564527,1
0,0,9,0,1,1,2,1,24,2,7,1,0,0,8,0,0,9,9,1,0,0,Treated,0.43772841991665157,0.43772841991665157,1
7,7,7,8,1,0,4,1,22,4,6,3,1,3,1,0,0,17,17,0,1,0,Treated,0.5431364356021832,0.5431364356021832,1
8,10,8,5,0,1,1,1,17,1,7,1,0,10,10,0,1,30,-30,1,0,0,Control,0.5604297936492674,0.5604297936492674,1
8,5,8,10,0,0,3,1,29,3,5,2,2,3,5,1,0,21,-21,1,0,1,Control,0.5090866619942359,0.5090866619942359,1
4,8,5,9,0,1,3,1,28,3,6,3,1,3,4,1,1,21,-21,1,0,1,Control,0.4127110593027837,0.4127110593027837,1
3,10,3,7,0,0,6,0,63,6,5,3,2,5,3,0,0,24,-24,1,0,1,Control,0.36708552169604874,0.36708552169604874,1
5,9,3,8,0,0,6,1,66,6,9,3,2,5,6,0,0,8,-8,0,0,0,Control,0.3399816692989007,0.3399816692989007,1
9,8,8,10,1,0,2,1,60,2,6,4,1,8,3,0,0,25,25,0,0,0,Treated,0.4248458150095041,0.4248458150095041,1
5,8,8,8,1,0,3,0,52,3,6,2,2,5,5,0,0,22,22,1,0,0,Treated,0.43756805115726644,0.43756805115726644,1
5,8,7,7,1,0,1,1,47,1,7,3,5,5,6,0,0,20,20,1,0,1,Treated,0.40454153926152386,0.40454153926152386,1
7,8,8,8,1,0,6,1,22,6,6,4,4,2,6,0,0,19,19,1,0,1,Treated,0.497032166710671,0.497032166710671,1
6,8,7,8,1,0,6,1,56,6,8,3,4,1,7,1,0,11,11,1,0,1,Treated,0.32846080451472337,0.32846080451472337,1
3,10,8,5,1,0,6,0,45,6,7,2,0,8,8,0,1,55,55,1,0,0,Treated,0.5243684029798872,0.5243684029798872,1
5,8,7,9,1,0,6,1,35,6,7,3,1,1,6,0,1,7,7,1,0,0,Treated,0.4746194350484898,0.4746194350484898,1
10,10,5,9,1,0,5,1,45,5,8,4,3,6,4,1,1,22,22,1,0,0,Treated,0.42997724949356475,0.42997724949356475,1
6,10,5,8,1,0,3,1,42,3,7,2,2,5,5,0,1,48,48,1,0,1,Treated,0.45952933743306557,0.45952933743306557,1
0,10,4,4,1,0,3,0,74,3,10,1,1,5,5,0,0,27,27,0,0,0,Treated,0.344735779784691,0.344735779784691,1
3,8,6,8,0,0,2,0,49,2,8,3,2,3,8,0,0,20,-20,1,0,0,Control,0.4617036678219643,0.4617036678219643,1
5,7,5,8,0,0,5,0,58,5,5,4,5,5,3,0,0,5,-5,0,1,0,Control,0.35023963317601986,0.35023963317601986,1
3,9,4,8,1,0,7,1,55,7,10,4,2,2,3,0,0,3,3,1,0,1,Treated,0.35564487198496275,0.35564487198496275,1
3,8,3,7,0,1,2,1,17,2,8,2,1,3,5,0,0,8,-8,1,0,1,Control,0.46764712946999143,0.46764712946999143,1
6,9,6,9,1,0,6,0,47,6,10,3,2,1,5,0,1,28,28,1,0,1,Treated,0.41749091293215573,0.41749091293215573,1
5,9,4,8,1,1,2,0,17,2,6,4,1,6,5,0,0,16,16,1,0,0,Treated,0.5301183502238915,0.5301183502238915,1
1,9,1,8,1,0,6,1,70,6,7,4,3,1,7,0,0,24,24,1,0,1,Treated,0.2925510540229955,0.2925510540229955,1
3,9,6,9,1,0,6,0,59,6,6,3,2,6,8,0,0,21,21,1,0,0,Treated,0.4130923643930212,0.4130923643930212,1
4,8,5,6,0,1,2,1,18,2,6,3,1,4,6,0,1,12,-12,1,0,0,Control,0.4828213749576929,0.4828213749576929,1
3,9,6,10,0,0,6,0,37,6,7,4,1,6,7,0,1,12,-12,1,0,1,Control,0.53854985982175,0.53854985982175,1
7,7,7,8,0,0,3,1,24,3,7,3,2,3,3,0,0,1,-1,0,1,1,Control,0.529440381262923,0.529440381262923,1
6,8,5,9,0,0,7,0,49,7,5,3,0,1,3,1,1,19,-19,1,0,0,Control,0.4330374640675052,0.4330374640675052,1
5,8,6,9,0,0,3,1,57,3,7,4,2,0,4,1,0,20,-20,1,0,0,Control,0.36210008466216576,0.36210008466216576,1
8,8,8,8,0,0,7,1,59,7,8,4,4,6,4,1,0,28,-28,1,0,0,Control,0.33701392537656805,0.33701392537656805,1
6,9,6,8,1,0,5,1,46,5,7,3,3,3,5,1,0,31,31,1,0,0,Treated,0.40226207182322404,0.40226207182322404,1
6,10,6,8,0,0,5,1,64,5,9,4,3,6,6,0,0,6,-6,1,0,0,Control,0.35037193929205945,0.35037193929205945,1
0,7,5,7,0,0,2,1,25,2,4,1,2,0,4,1,0,22,-22,1,0,0,Control,0.5020433065736093,0.5020433065736093,1
4,6,3,5,1,0,6,1,43,6,5,1,0,5,5,0,1,6,6,0,1,0,Treated,0.46784825238634886,0.46784825238634886,1
8,8,7,9,0,0,4,0,20,4,7,2,1,1,3,1,0,8,-8,1,0,1,Control,0.5647315314288084,0.5647315314288084,1
4,9,5,4,1,0,2,0,85,2,8,3,5,4,8,0,0,51,51,0,0,0,Treated,0.26061161602028726,0.26061161602028726,1
6,10,9,9,1,0,3,1,62,3,7,4,3,4,3,0,1,13,13,1,0,0,Treated,0.34615204656178883,0.34615204656178883,1
7,9,6,10,0,0,6,0,55,6,5,3,2,5,2,1,1,20,-20,1,0,0,Control,0.3994869752430996,0.3994869752430996,1
2,10,5,8,1,1,2,1,18,2,8,3,1,2,8,1,1,13,13,0,0,0,Treated,0.47538949566643357,0.47538949566643357,1
5,10,3,7,0,0,7,1,40,7,7,4,3,3,7,0,1,25,-25,1,0,1,Control,0.4336191961755278,0.4336191961755278,1
7,8,5,10,1,0,7,1,34,7,9,4,1,6,8,0,1,11,11,1,0,0,Treated,0.5244038890087775,0.5244038890087775,1
3,6,6,8,1,0,6,0,79,6,7,4,4,10,8,0,0,17,17,0,0,0,Treated,0.32211869115333214,0.32211869115333214,1
5,9,7,10,1,0,3,1,55,3,6,3,2,5,6,0,1,14,14,1,0,0,Treated,0.409344970471955,0.409344970471955,1
6,9,5,8,0,1,6,0,33,6,8,3,2,8,4,0,1,20,-20,0,0,1,Control,0.4125317333014612,0.4125317333014612,1
8,8,8,9,0,0,6,1,53,6,8,3,1,1,6,1,1,22,-22,1,0,0,Control,0.38854160213149186,0.38854160213149186,1
5,8,7,8,1,0,3,1,52,3,5,3,2,6,4,0,0,2,2,1,0,1,Treated,0.4227412771056229,0.4227412771056229,1
6,8,2,7,0,1,2,1,20,2,8,3,3,4,3,0,0,13,-13,0,0,1,Control,0.421925757978344,0.421925757978344,1
0,10,0,10,0,0,2,1,59,2,5,3,2,0,10,0,0,14,-14,0,0,1,Control,0.3790988318431315,0.3790988318431315,1
6,8,7,9,1,0,3,1,67,3,7,3,3,4,8,0,0,1,1,0,0,1,Treated,0.3384909489552374,0.3384909489552374,1
7,8,7,9,1,0,6,0,49,6,7,3,3,2,7,1,0,46,46,1,0,0,Treated,0.4082940812749746,0.4082940812749746,1
6,10,6,10,1,0,3,0,68,3,8,3,2,5,6,0,0,32,32,0,0,0,Treated,0.37220419679910544,0.37220419679910544,1
4,10,4,7,1,0,3,1,46,3,7,2,2,1,8,0,1,21,21,1,0,0,Treated,0.42434608797288637,0.42434608797288637,1
4,10,4,7,1,0,6,0,79,6,5,2,2,9,7,0,0,2,2,0,0,1,Treated,0.3338221730536522,0.3338221730536522,1
4,8,6,7,1,0,5,0,44,5,6,2,2,3,7,1,0,3,3,1,0,1,Treated,0.4577793820596,0.4577793820596,1
7,10,4,7,1,0,7,0,37,7,6,2,1,2,2,1,1,5,5,1,0,1,Treated,0.46791490560568777,0.46791490560568777,1
4,8,5,4,1,0,1,0,66,1,5,2,1,2,4,0,0,16,16,1,0,1,Treated,0.37687046565517046,0.37687046565517046,1
6,8,6,8,0,0,5,1,50,5,6,3,2,2,8,0,1,27,-27,1,0,1,Control,0.4078737074518892,0.4078737074518892,1
8,10,4,10,1,0,7,1,69,7,9,4,4,4,5,0,0,24,24,0,0,1,Treated,0.28597825307998753,0.28597825307998753,1
4,10,7,9,1,1,2,0,16,2,8,3,1,0,8,0,0,49,49,0,0,0,Treated,0.49568050677135894,0.49568050677135894,1
5,8,4,7,0,0,6,0,40,6,6,3,2,0,2,0,1,7,-7,1,0,1,Control,0.4332603496790557,0.4332603496790557,1
3,9,9,7,0,0,3,0,39,3,8,3,2,1,7,0,1,8,-8,1,0,1,Control,0.48455164823762487,0.48455164823762487,1
6,7,5,8,1,0,5,1,37,5,6,3,2,6,6,0,0,50,50,1,0,0,Treated,0.49055722875463315,0.49055722875463315,1
2,9,6,8,0,0,1,0,79,1,5,3,3,8,9,0,0,2,-2,0,0,0,Control,0.3524672139572045,0.3524672139572045,1
5,8,6,8,1,0,3,1,80,3,3,4,7,2,5,0,0,1,1,0,0,0,Treated,0.21559991215737795,0.21559991215737795,1
0,8,2,4,1,0,2,0,58,2,8,2,2,5,6,0,0,16,16,1,0,0,Treated,0.41806131078427683,0.41806131078427683,1
5,3,5,5,1,0,2,0,43,2,4,2,2,5,5,0,0,22,22,0,0,0,Treated,0.4885673153018134,0.4885673153018134,1
7,10,8,9,1,0,3,1,42,3,7,4,1,9,7,0,1,53,53,1,0,0,Treated,0.5297730697951623,0.5297730697951623,1
8,9,3,5,0,0,6,1,58,6,6,3,1,0,4,1,0,6,-6,1,0,1,Control,0.35213173500091843,0.35213173500091843,1
8,10,7,9,0,1,2,0,16,2,8,1,1,0,6,0,1,6,-6,0,0,0,Control,0.4735026627017881,0.4735026627017881,1
6,9,8,8,0,1,2,1,20,2,7,4,3,2,7,0,1,4,-4,0,0,1,Control,0.43212083916236704,0.43212083916236704,1
6,7,7,9,1,0,6,0,48,6,7,4,2,3,4,1,1,13,13,1,0,0,Treated,0.431626653574677,0.431626653574677,1
8,10,8,8,1,0,7,0,50,7,8,3,5,8,5,1,1,1,1,1,0,0,Treated,0.39570887466219723,0.39570887466219723,1
8,9,7,10,0,0,3,1,47,3,7,2,3,6,5,0,1,7,-7,1,0,0,Control,0.4247683672534964,0.4247683672534964,1
5,9,7,9,1,0,6,0,57,6,7,3,2,8,4,0,0,21,21,1,0,1,Treated,0.41882865856445267,0.41882865856445267,1
5,10,5,5,1,0,1,1,67,1,7,3,2,5,4,0,0,7,7,0,0,0,Treated,0.35699969110369406,0.35699969110369406,1
2,10,5,7,0,0,3,0,38,3,8,2,3,5,7,0,1,7,-7,1,0,1,Control,0.4940150908985415,0.4940150908985415,1
2,8,4,7,0,0,3,1,45,3,8,3,5,3,8,0,1,15,-15,1,0,1,Control,0.39552621454489534,0.39552621454489534,1
2,9,2,4,0,0,3,1,30,3,7,2,3,1,8,0,1,30,-30,1,0,1,Control,0.48281981577744076,0.48281981577744076,1
5,9,7,8,1,0,6,0,41,6,9,3,2,6,4,0,1,8,8,1,0,0,Treated,0.479239639307142,0.479239639307142,1
9,9,9,7,1,0,6,1,80,6,7,4,4,5,6,0,0,14,14,0,0,0,Treated,0.2592931072732169,0.2592931072732169,1
5,9,7,8,1,0,7,1,58,7,8,4,2,6,9,0,0,7,7,1,0,0,Treated,0.3964607660752059,0.3964607660752059,1
4,5,4,6,1,0,3,0,46,3,8,3,1,5,9,1,0,27,27,1,0,0,Treated,0.5077402480630727,0.5077402480630727,1
4,8,4,8,0,0,6,0,42,6,7,3,2,4,5,0,1,11,-11,1,0,0,Control,0.4655798653404349,0.4655798653404349,1
1,9,4,4,0,1,1,0,16,1,8,2,1,5,8,0,0,14,-14,0,0,0,Control,0.5323404474178506,0.5323404474178506,1
4,8,4,7,1,0,2,1,53,2,7,2,1,5,5,0,0,27,27,1,0,0,Treated,0.4312466395498707,0.4312466395498707,1
0,10,7,5,1,1,4,1,29,4,8,4,5,0,0,1,0,14,14,0,0,0,Treated,0.30313010957478403,0.30313010957478403,1
4,10,7,8,0,0,3,1,71,3,5,4,3,7,8,0,0,29,-29,0,0,0,Control,0.3484723726882517,0.3484723726882517,1
4,9,3,5,1,1,2,1,22,2,8,2,1,0,4,1,0,7,7,0,0,0,Treated,0.4173930299782744,0.4173930299782744,1
8,9,7,8,1,0,7,0,48,7,8,2,2,6,5,0,1,42,42,1,0,1,Treated,0.4380403249705803,0.4380403249705803,1
4,10,6,8,1,1,1,1,16,1,8,2,1,6,6,0,1,45,45,1,0,0,Treated,0.5053970910669465,0.5053970910669465,1
5,8,6,5,1,1,1,0,17,1,5,1,0,4,5,0,1,52,52,0,0,0,Treated,0.520808771513009,0.520808771513009,1
0,7,7,4,0,0,5,0,72,5,8,2,2,5,4,0,0,12,-12,0,0,0,Control,0.3291229844867915,0.3291229844867915,1
1,7,4,6,0,0,5,0,48,5,7,3,2,8,8,1,1,20,-20,1,0,1,Control,0.48578125284225315,0.48578125284225315,1
8,9,7,10,0,0,3,1,49,3,5,2,2,3,9,1,0,19,-19,1,0,0,Control,0.43053277733122125,0.43053277733122125,1
5,9,6,7,0,0,7,0,37,7,8,3,2,8,2,0,0,15,-15,1,1,1,Control,0.49908627744914824,0.49908627744914824,1
8,9,7,8,0,0,6,1,32,6,8,3,2,0,3,0,1,33,-33,1,0,1,Control,0.4492519025130822,0.4492519025130822,1
4,8,6,5,1,0,6,0,44,6,5,3,2,5,5,0,1,29,29,1,0,1,Treated,0.46485068503233035,0.46485068503233035,1
2,10,10,10,0,0,2,0,71,2,5,3,2,8,8,0,0,29,-29,0,0,0,Control,0.3960255800895408,0.3960255800895408,1
8,9,8,7,0,0,6,0,41,6,8,3,1,5,6,0,1,13,-13,1,0,0,Control,0.4999568550774136,0.4999568550774136,1
3,9,0,9,1,0,3,1,51,3,8,4,3,5,8,1,0,56,56,1,0,1,Treated,0.4238922505605976,0.4238922505605976,1
6,9,6,8,1,0,3,0,64,3,9,2,2,7,7,0,0,56,56,0,0,0,Treated,0.40190056648641265,0.40190056648641265,1
8,8,6,8,0,0,5,0,76,5,7,3,3,7,3,0,0,6,-6,0,0,1,Control,0.31166426543991854,0.31166426543991854,1
4,10,4,5,1,0,3,0,75,3,5,2,2,5,8,0,0,7,7,0,0,0,Treated,0.34524268085629356,0.34524268085629356,1
