stfgov,stflife,stfeco,stfdem,reform,education,edulevel,male,age,edulevel.1,society,polinterest,tv,religious,ideology,family,prosp,absdate,difdate,pdwrk,unempl,hswrk,Treatment,pscores,distance,weights
8,10,5,9,1,1,5,1,23,5,4,2,4,4,4,1,0,3,3,1,0,0,Treated,0.37340434500177866,0.37340434500177866,1
3,8,5,4,0,1,4,0,21,4,7,3,1,6,1,1,0,4,-4,0,0,0,Control,0.4731329984577674,0.4731329984577674,1
3,9,5,8,0,0,4,1,20,4,6,3,2,6,7,1,1,5,-5,1,0,1,Control,0.5828057568482169,0.5828057568482169,1
4,10,3,10,0,0,3,1,41,3,3,3,2,0,2,0,0,13,-13,1,0,0,Control,0.4240203453819819,0.4240203453819819,1
5,5,5,5,1,0,6,1,44,6,7,4,2,1,5,0,1,1,1,1,0,0,Treated,0.4155262135808291,0.4155262135808291,1
4,9,5,5,0,0,3,1,58,3,6,3,3,6,2,0,0,21,-21,1,0,1,Control,0.3680903959100323,0.3680903959100323,1
6,10,6,6,0,0,6,0,56,6,5,1,2,5,5,0,0,13,-13,1,0,0,Control,0.39498449969881744,0.39498449969881744,1
6,8,5,8,0,1,1,1,22,1,5,2,2,4,7,1,0,19,-19,0,0,0,Control,0.44995164286063316,0.44995164286063316,1
6,7,4,6,0,0,5,1,32,5,6,3,2,0,6,0,0,31,-31,1,0,0,Control,0.4702463154306099,0.4702463154306099,1
3,9,2,8,1,0,3,0,50,3,7,2,4,2,6,0,0,6,6,1,0,0,Treated,0.39311621117323686,0.39311621117323686,1
0,10,5,5,1,0,3,1,43,3,5,2,4,6,10,0,1,14,14,1,0,0,Treated,0.44916489259416564,0.44916489259416564,1
3,10,8,5,0,0,1,0,72,1,4,4,5,10,5,0,0,29,-29,0,0,0,Control,0.3537236067958239,0.3537236067958239,1
4,7,5,8,0,1,1,1,16,1,6,3,1,4,4,0,0,22,-22,0,0,1,Control,0.48976531014630037,0.48976531014630037,1
5,10,6,7,0,0,7,0,51,7,7,3,2,7,0,0,1,29,-29,1,0,1,Control,0.4164565501260516,0.4164565501260516,1
3,9,5,5,0,0,3,1,66,3,5,3,6,7,6,0,0,32,-32,0,0,0,Control,0.30733386255019923,0.30733386255019923,1
10,10,8,10,1,0,7,1,30,7,7,2,1,2,2,0,1,30,30,1,0,0,Treated,0.4755577921922617,0.4755577921922617,1
4,8,8,8,0,0,4,0,23,4,7,2,1,0,7,1,0,29,-29,1,0,1,Control,0.5607121559515472,0.5607121559515472,1
1,5,2,7,0,0,1,1,80,1,1,2,7,0,6,0,0,26,-26,0,0,1,Control,0.20909463700204514,0.20909463700204514,1
2,10,4,10,1,1,2,0,43,2,5,3,3,5,5,0,1,27,27,0,0,0,Treated,0.35801383609438747,0.35801383609438747,1
1,8,4,7,1,1,2,0,19,2,7,3,1,6,8,0,0,45,45,1,0,0,Treated,0.526453020422547,0.526453020422547,1
2,8,9,9,0,1,3,1,23,3,7,4,1,4,7,0,0,13,-13,0,0,0,Control,0.4628006890348324,0.4628006890348324,1
3,8,5,6,1,0,3,1,91,3,6,3,4,5,7,0,0,8,8,0,0,0,Treated,0.23254502870997443,0.23254502870997443,1
5,9,6,10,1,0,7,1,47,7,8,3,5,5,8,0,1,18,18,1,0,0,Treated,0.37691569940238345,0.37691569940238345,1
5,10,5,10,1,0,3,0,69,3,7,3,5,4,10,0,0,14,14,0,0,1,Treated,0.3276678388852669,0.3276678388852669,1
3,8,5,6,1,0,2,0,83,2,7,3,4,6,8,0,0,14,14,0,0,1,Treated,0.2957240934822271,0.2957240934822271,1
6,8,8,8,1,0,6,1,48,6,4,3,1,4,7,0,0,35,35,1,0,1,Treated,0.4409442372373835,0.4409442372373835,1
2,7,7,9,0,0,3,1,40,3,6,2,4,1,3,0,1,4,-4,1,0,1,Control,0.39588041931350726,0.39588041931350726,1
4,9,6,4,1,1,2,1,19,2,7,2,1,3,4,1,0,55,55,0,0,0,Treated,0.4543359574637419,0.4543359574637419,1
5,8,5,7,0,0,1,1,67,1,7,3,2,5,8,0,0,12,-12,0,0,1,Control,0.37357643232059173,0.37357643232059173,1
4,10,4,9,0,0,1,0,68,1,5,3,2,1,8,0,0,22,-22,0,0,0,Control,0.36653741267544454,0.36653741267544454,1
5,10,7,8,0,0,7,0,42,7,5,4,2,7,7,0,1,14,-14,1,0,0,Control,0.49870752929970735,0.49870752929970735,1
2,8,3,8,0,0,3,1,70,3,5,3,5,3,10,0,0,5,-5,0,0,0,Control,0.2965797326865202,0.2965797326865202,1
7,9,6,8,0,0,5,0,42,5,8,3,1,7,7,0,1,6,-6,1,0,0,Control,0.5206245693303286,0.5206245693303286,1
0,10,5,9,1,0,5,1,55,5,9,4,1,7,7,1,1,51,51,1,0,0,Treated,0.4383673675199256,0.4383673675199256,1
7,9,5,9,1,0,6,1,53,6,7,4,3,6,6,0,1,35,35,1,0,0,Treated,0.3958121464658833,0.3958121464658833,1
4,9,7,9,0,1,4,0,22,4,7,3,5,0,7,0,0,6,-6,1,0,1,Control,0.37913402912132504,0.37913402912132504,1
3,9,3,8,0,0,3,1,54,3,6,2,3,0,5,0,1,21,-21,1,0,1,Control,0.3511305383521683,0.3511305383521683,1
1,7,5,8,0,0,3,1,45,3,7,4,1,6,8,0,1,1,-1,0,1,0,Control,0.4974619958424005,0.4974619958424005,1
7,10,7,7,0,0,3,1,68,3,7,2,3,3,3,0,0,26,-26,0,0,0,Control,0.30258362099346814,0.30258362099346814,1
2,9,6,7,0,0,3,1,44,3,7,2,1,1,9,0,1,7,-7,1,0,1,Control,0.45648310782583484,0.45648310782583484,1
5,8,6,8,0,0,2,0,57,2,6,3,2,5,5,0,0,8,-8,1,0,0,Control,0.42638977499438174,0.42638977499438174,1
5,9,6,5,0,0,1,1,59,1,6,3,3,6,5,0,0,7,-7,1,0,0,Control,0.3877994645941444,0.3877994645941444,1
6,9,7,6,0,0,2,0,81,2,5,3,3,5,8,0,0,36,-36,0,0,1,Control,0.31458497607961294,0.31458497607961294,1
1,7,2,7,1,0,6,0,35,6,6,3,1,0,1,0,1,6,6,0,1,0,Treated,0.47109827306919616,0.47109827306919616,1
1,8,5,6,1,0,6,1,39,6,5,3,2,7,8,0,1,32,32,1,0,0,Treated,0.4917992151062277,0.4917992151062277,1
4,8,4,8,0,0,6,0,34,6,5,3,2,4,5,0,1,11,-11,1,0,1,Control,0.5058065209420921,0.5058065209420921,1
8,9,5,8,0,0,6,0,70,6,8,3,2,5,4,0,0,22,-22,0,0,0,Control,0.33812323672786093,0.33812323672786093,1
3,9,7,9,0,1,2,1,19,2,7,3,2,0,2,0,0,30,-30,0,0,0,Control,0.4120878506905732,0.4120878506905732,1
5,8,6,7,0,0,5,0,44,5,5,3,2,8,5,0,1,25,-25,0,0,0,Control,0.49327513799312767,0.49327513799312767,1
3,9,7,5,0,0,6,0,60,6,8,3,2,5,9,0,0,7,-7,1,0,0,Control,0.40407387486960844,0.40407387486960844,1
2,9,2,6,0,0,1,1,59,1,5,3,2,4,5,0,0,28,-28,1,0,0,Control,0.3919510154149346,0.3919510154149346,1
2,10,7,5,1,0,2,1,52,2,7,2,1,5,5,0,0,5,5,1,0,0,Treated,0.4360054181035918,0.4360054181035918,1
6,9,6,7,1,0,6,1,56,6,5,3,2,0,7,0,0,48,48,1,0,0,Treated,0.35707983475364397,0.35707983475364397,1
3,9,6,10,0,0,4,1,50,4,7,3,3,0,2,0,0,32,-32,1,0,0,Control,0.35628611870190596,0.35628611870190596,1
5,9,6,8,1,1,4,0,26,4,5,3,3,0,3,1,0,7,7,0,0,0,Treated,0.3802493059352169,0.3802493059352169,1
4,9,5,7,0,0,2,1,55,2,7,3,2,3,3,0,0,7,-7,1,0,0,Control,0.38746418984390485,0.38746418984390485,1
3,7,3,4,1,0,2,0,35,2,5,3,4,4,5,0,0,55,55,0,0,0,Treated,0.4888520492051603,0.4888520492051603,1
8,8,7,7,0,0,3,1,74,3,5,3,3,6,3,0,0,7,-7,0,0,0,Control,0.3037480663142252,0.3037480663142252,1
7,10,7,8,0,0,3,0,48,3,7,3,3,6,5,0,0,12,-12,1,0,0,Control,0.4516104486858373,0.4516104486858373,1
4,10,3,8,1,0,3,1,70,3,7,3,2,5,8,0,0,6,6,0,0,0,Treated,0.34872968263233944,0.34872968263233944,1
3,8,5,8,1,0,6,0,37,6,7,3,1,7,9,0,1,54,54,1,0,1,Treated,0.5482100380881749,0.5482100380881749,1
5,9,4,6,1,0,4,0,47,4,6,2,1,1,5,0,0,16,16,1,0,1,Treated,0.44423911690976237,0.44423911690976237,1
1,10,3,1,1,0,2,0,42,2,5,2,2,5,5,0,0,26,26,1,0,1,Treated,0.492646040624069,0.492646040624069,1
3,8,0,3,0,0,3,0,74,3,5,4,5,5,6,0,0,33,-33,1,0,1,Control,0.3047476751241721,0.3047476751241721,1
5,9,7,7,0,0,3,0,32,3,7,2,1,1,7,0,1,32,-32,1,0,1,Control,0.5310025623408459,0.5310025623408459,1
6,4,7,8,1,0,7,1,43,7,7,2,1,1,6,0,1,44,44,0,1,0,Treated,0.4236155066528897,0.4236155066528897,1
3,7,6,5,0,0,5,1,72,5,7,2,2,6,7,0,0,14,-14,0,0,0,Control,0.32570642930055765,0.32570642930055765,1
7,8,6,9,0,0,6,0,34,6,6,3,2,3,3,0,0,8,-8,1,0,0,Control,0.4886788063021844,0.4886788063021844,1
2,10,3,2,1,1,2,0,49,2,8,3,2,5,5,1,1,30,30,0,0,0,Treated,0.34624065760528416,0.34624065760528416,1
4,10,5,8,0,0,1,0,79,1,4,4,5,7,8,0,0,32,-32,0,0,0,Control,0.31564670957782337,0.31564670957782337,1
6,8,7,7,0,0,6,0,51,6,6,3,2,3,5,0,0,15,-15,1,0,0,Control,0.41606605836756516,0.41606605836756516,1
3,9,5,6,0,0,3,1,24,3,7,3,2,3,8,1,0,12,-12,1,0,0,Control,0.5516353992445058,0.5516353992445058,1
5,7,5,6,1,1,2,0,18,2,4,2,1,3,5,0,1,7,7,0,0,1,Treated,0.4912922799114697,0.4912922799114697,1
3,10,8,8,0,0,5,0,76,5,5,4,5,8,10,0,0,12,-12,0,0,0,Control,0.3202768932640972,0.3202768932640972,1
5,10,8,9,1,0,3,0,64,3,5,3,2,5,7,0,0,14,14,0,0,0,Treated,0.39694253594672196,0.39694253594672196,1
3,9,9,7,1,0,3,1,53,3,7,2,2,5,5,0,0,21,21,1,0,0,Treated,0.4072412852025329,0.4072412852025329,1
5,8,6,7,0,0,5,1,41,5,7,3,2,6,8,0,1,15,-15,1,0,0,Control,0.47936537826238046,0.47936537826238046,1
3,9,4,4,1,0,3,0,49,3,7,3,2,4,5,1,0,28,28,1,0,0,Treated,0.4503774738588879,0.4503774738588879,1
8,10,8,9,1,1,4,0,32,4,7,3,1,8,2,0,1,10,10,0,0,0,Treated,0.43944423664386945,0.43944423664386945,1
4,10,4,6,1,1,1,0,16,1,8,3,1,8,7,1,0,36,36,0,0,0,Treated,0.5565881488987587,0.5565881488987587,1
7,10,8,10,0,0,3,1,67,3,9,3,3,5,10,0,0,1,-1,0,0,0,Control,0.35190532872988567,0.35190532872988567,1
7,10,7,8,0,0,3,0,58,3,5,2,2,0,7,0,0,26,-26,1,0,0,Control,0.3829508059488517,0.3829508059488517,1
5,7,5,7,0,0,1,1,64,1,3,3,2,1,4,0,0,26,-26,0,0,0,Control,0.3459479535734657,0.3459479535734657,1
4,8,7,7,1,0,4,1,51,4,5,2,2,8,5,1,0,44,44,1,0,1,Treated,0.4338448752342535,0.4338448752342535,1
4,8,6,8,1,1,4,0,25,4,8,2,1,5,8,0,1,1,1,1,0,1,Treated,0.4702257716215791,0.4702257716215791,1
8,8,8,9,1,0,6,0,63,6,6,4,4,6,5,0,0,43,43,1,0,1,Treated,0.3535569567226635,0.3535569567226635,1
3,9,5,8,0,0,3,1,43,3,6,3,1,2,8,0,1,15,-15,0,1,0,Control,0.4716021707339125,0.4716021707339125,1
5,10,5,9,0,0,6,0,51,6,10,3,2,5,3,1,0,29,-29,1,0,0,Control,0.41884913284093506,0.41884913284093506,1
5,10,5,5,0,1,3,1,22,3,6,2,1,5,3,0,0,1,-1,1,0,0,Control,0.4448520738840107,0.4448520738840107,1
5,10,4,5,0,0,3,0,55,3,6,2,1,5,5,0,0,17,-17,1,0,0,Control,0.4414326089120883,0.4414326089120883,1
1,10,3,10,1,0,3,1,59,3,6,4,4,0,7,0,0,3,3,0,0,0,Treated,0.3327074482182658,0.3327074482182658,1
3,9,5,10,1,1,2,1,21,2,6,3,2,0,2,1,1,32,32,1,0,1,Treated,0.40346733894358283,0.40346733894358283,1
4,9,5,9,1,0,3,1,46,3,7,3,2,3,5,1,0,24,24,1,0,1,Treated,0.4322598191730758,0.4322598191730758,1
3,7,5,5,0,1,2,1,19,2,6,2,3,4,4,0,1,12,-12,0,1,0,Control,0.4260375827309295,0.4260375827309295,1
4,9,4,5,1,0,2,0,26,2,5,2,1,5,5,1,1,56,56,1,0,0,Treated,0.5876909129929626,0.5876909129929626,1
4,8,4,0,0,0,5,0,67,5,5,3,2,5,8,0,0,25,-25,0,0,1,Control,0.37564654070488845,0.37564654070488845,1
4,10,3,5,0,0,5,0,40,5,8,2,2,6,2,0,1,27,-27,1,0,1,Control,0.4754842945911591,0.4754842945911591,1
8,9,8,8,0,0,2,1,47,2,7,2,3,7,9,0,0,2,-2,1,0,0,Control,0.45581174365245436,0.45581174365245436,1
3,10,3,8,1,0,5,0,35,5,7,2,1,5,5,0,0,30,30,1,0,0,Treated,0.5248632984664717,0.5248632984664717,1
8,10,8,6,1,0,7,1,61,7,9,4,1,4,4,0,0,14,14,1,0,0,Treated,0.3643794926767484,0.3643794926767484,1
6,9,7,7,0,0,4,0,41,4,5,2,2,1,5,0,1,26,-26,0,1,0,Control,0.4554988144573188,0.4554988144573188,1
4,9,6,7,1,0,6,0,39,6,7,3,1,1,7,1,1,9,9,1,1,0,Treated,0.4851720988949379,0.4851720988949379,1
7,8,5,8,0,1,6,1,28,6,6,3,1,4,4,0,0,20,-20,1,0,0,Control,0.4019254760554925,0.4019254760554925,1
8,9,7,9,1,0,3,0,42,3,7,3,3,2,3,0,1,5,5,1,0,1,Treated,0.442135176403144,0.442135176403144,1
9,2,4,9,1,0,2,0,44,2,7,2,3,10,3,0,0,7,7,0,0,1,Treated,0.4911755077039524,0.4911755077039524,1
3,9,6,9,1,1,5,0,23,5,5,3,2,2,7,1,0,7,7,1,0,0,Treated,0.43772229762582904,0.43772229762582904,1
4,9,4,7,1,1,2,1,18,2,7,2,1,4,5,0,0,17,17,0,0,1,Treated,0.4709819702999749,0.4709819702999749,1
4,9,6,9,1,1,5,0,43,5,6,3,1,2,7,0,1,10,10,0,0,0,Treated,0.36188696493822314,0.36188696493822314,1
5,8,3,8,1,1,1,0,16,1,7,3,1,5,4,1,0,6,6,0,0,0,Treated,0.5218912735661602,0.5218912735661602,1
5,9,6,7,1,0,6,0,50,6,7,3,4,7,4,0,0,8,8,1,0,1,Treated,0.4087117280758,0.4087117280758,1
5,6,6,5,1,0,3,1,30,3,4,3,0,0,4,0,0,7,7,1,0,0,Treated,0.5217828456537454,0.5217828456537454,1
7,9,7,8,1,0,2,0,68,2,9,3,1,6,4,0,0,23,23,0,0,0,Treated,0.39334911821634927,0.39334911821634927,1
5,9,2,6,1,1,2,0,17,2,7,2,2,3,4,0,0,42,42,0,0,0,Treated,0.4709526643350888,0.4709526643350888,1
5,10,7,10,1,0,3,1,62,3,7,3,2,7,7,0,0,27,27,1,0,0,Treated,0.3945874749128108,0.3945874749128108,1
7,6,4,7,1,0,3,1,54,3,5,2,3,3,5,0,0,57,57,1,0,0,Treated,0.3724113920916697,0.3724113920916697,1
5,10,3,8,0,1,6,0,69,6,6,3,2,4,2,0,0,21,-21,1,0,0,Control,0.23155442205928006,0.23155442205928006,1
4,10,6,7,0,0,6,0,69,6,7,2,3,8,8,0,0,14,-14,0,0,1,Control,0.356876928458251,0.356876928458251,1
4,10,6,8,0,0,2,1,37,2,5,2,3,2,4,0,1,28,-28,1,0,1,Control,0.4463889278969537,0.4463889278969537,1
6,8,5,8,0,0,6,0,57,6,7,3,5,6,0,0,1,35,-35,1,0,1,Control,0.3362689803059905,0.3362689803059905,1
5,10,7,8,1,0,3,1,69,3,6,2,5,5,3,0,0,55,55,0,0,0,Treated,0.280989052986986,0.280989052986986,1
7,8,5,7,0,0,6,1,57,6,7,4,1,2,2,0,0,29,-29,1,0,1,Control,0.3674517417227176,0.3674517417227176,1
7,10,5,10,1,0,6,0,45,6,7,3,1,5,6,1,1,5,5,1,0,1,Treated,0.48135277359787426,0.48135277359787426,1
5,10,7,8,1,0,3,1,66,3,5,4,4,5,5,0,0,6,6,0,0,1,Treated,0.3283303870425677,0.3283303870425677,1
8,9,7,8,1,0,7,0,46,7,7,3,3,2,3,0,1,47,47,1,0,1,Treated,0.3991052323956784,0.3991052323956784,1
6,8,7,7,0,0,3,1,39,3,7,2,3,1,5,0,1,4,-4,1,0,1,Control,0.4263477719076936,0.4263477719076936,1
6,8,6,5,1,0,3,1,64,3,6,3,3,4,8,0,0,57,57,0,0,1,Treated,0.3523238200954942,0.3523238200954942,1
3,10,10,10,1,0,6,1,51,6,9,4,1,0,5,0,1,15,15,1,0,1,Treated,0.39202510899779697,0.39202510899779697,1
0,10,6,5,1,0,5,0,35,5,8,2,5,5,9,1,0,35,35,1,0,1,Treated,0.46822107603003804,0.46822107603003804,1
5,9,7,7,0,0,3,1,49,3,8,3,2,3,3,0,0,8,-8,1,0,1,Control,0.40864341219421074,0.40864341219421074,1
5,9,6,10,0,0,6,0,41,6,8,3,1,7,4,0,1,1,-1,1,0,0,Control,0.5058736157359057,0.5058736157359057,1
7,9,9,9,1,0,4,1,39,4,2,2,0,7,5,0,0,34,34,1,0,0,Treated,0.5233413620277572,0.5233413620277572,1
8,9,5,9,1,0,2,0,36,2,7,2,1,3,7,0,1,6,6,1,0,0,Treated,0.5326735019626604,0.5326735019626604,1
5,8,9,5,1,0,1,1,70,1,5,3,4,5,4,0,0,8,8,0,0,0,Treated,0.31258432668739344,0.31258432668739344,1
4,8,6,7,0,0,6,0,57,6,5,4,3,5,3,0,0,27,-27,1,0,1,Control,0.383251559334074,0.383251559334074,1
3,10,4,8,1,1,2,0,25,2,6,2,1,0,7,1,0,20,20,0,0,1,Treated,0.44276147877285066,0.44276147877285066,1
3,9,4,4,0,0,3,1,70,3,7,4,3,5,7,0,0,26,-26,0,0,0,Control,0.3340789444141248,0.3340789444141248,1
6,9,6,9,0,1,4,1,20,4,7,2,1,2,8,0,0,29,-29,0,0,0,Control,0.4476077427369781,0.4476077427369781,1
4,8,7,8,1,0,5,0,60,5,8,4,4,3,7,0,0,20,20,1,0,0,Treated,0.3589316054034563,0.3589316054034563,1
5,7,7,8,1,1,2,0,17,2,8,2,2,9,6,1,0,5,5,0,0,0,Treated,0.5236424453010343,0.5236424453010343,1
5,9,7,6,1,1,2,0,17,2,6,3,1,9,3,0,1,7,7,0,0,1,Treated,0.5368007108604091,0.5368007108604091,1
0,9,5,2,1,0,4,0,25,4,8,2,1,5,5,1,1,14,-14,0,1,1,Treated,0.5781157904311409,0.5781157904311409,1
5,8,7,10,1,0,3,0,67,3,6,2,2,10,5,1,0,9,9,0,0,1,Treated,0.4029626391250982,0.4029626391250982,1
5,10,7,3,0,0,5,0,71,5,8,4,4,6,6,0,0,19,-19,1,0,0,Control,0.3269762574196565,0.3269762574196565,1
5,7,4,6,0,0,7,1,58,7,5,2,2,2,7,0,0,21,-21,1,0,1,Control,0.35007290550136794,0.35007290550136794,1
5,9,6,8,1,0,2,1,52,2,7,2,2,2,5,1,0,23,23,1,0,1,Treated,0.39643540605324207,0.39643540605324207,1
3,8,3,8,1,0,6,1,51,6,5,3,3,8,6,1,0,23,23,1,0,1,Treated,0.41454993042081373,0.41454993042081373,1
6,10,7,8,0,1,2,0,17,2,8,1,0,1,2,0,1,26,-26,1,0,0,Control,0.4766562762359571,0.4766562762359571,1
0,3,0,0,0,0,1,1,91,1,5,4,2,0,10,0,0,30,-30,0,0,0,Control,0.2569074017109695,0.2569074017109695,1
6,9,4,6,1,0,3,0,30,3,6,2,4,7,6,0,0,7,7,1,0,0,Treated,0.5262038380890887,0.5262038380890887,1
6,9,7,6,0,0,1,1,66,1,5,3,2,7,9,0,0,35,-35,0,0,0,Control,0.397925177344731,0.397925177344731,1
3,8,3,7,1,0,3,1,46,3,5,3,2,3,7,1,1,8,8,1,0,1,Treated,0.4425616783466597,0.4425616783466597,1
7,10,4,8,1,0,4,0,39,4,8,3,3,4,7,0,1,57,57,1,0,0,Treated,0.48218350488815576,0.48218350488815576,1
1,10,3,3,1,0,1,0,67,1,5,1,3,2,5,0,0,51,51,0,0,0,Treated,0.33659213362576307,0.33659213362576307,1
2,9,6,5,0,0,5,0,32,5,7,2,2,2,8,0,1,15,-15,1,0,0,Control,0.5120839227604664,0.5120839227604664,1
5,10,3,9,1,0,3,1,72,3,8,4,1,0,1,0,0,9,9,0,0,0,Treated,0.3015813171088557,0.3015813171088557,1
2,10,4,5,0,0,2,1,51,2,7,3,1,5,5,0,0,21,-21,1,0,0,Control,0.44732502744054986,0.44732502744054986,1
2,9,6,7,0,0,3,0,41,3,8,2,1,5,5,0,1,15,-15,1,0,1,Control,0.5074525309716771,0.5074525309716771,1
6,9,6,9,0,0,6,0,42,6,6,2,2,1,4,0,1,6,-6,1,0,0,Control,0.4333049364029872,0.4333049364029872,1
4,8,4,8,0,1,2,0,20,2,6,4,4,5,8,0,1,20,-20,1,0,0,Control,0.46628964351635105,0.46628964351635105,1
7,8,10,9,1,0,3,1,33,3,5,3,2,0,7,0,0,3,3,1,1,0,Treated,0.483004961919221,0.483004961919221,1
9,10,9,9,0,0,6,1,56,6,8,4,2,9,5,0,0,31,-31,0,0,0,Control,0.4160382782243137,0.4160382782243137,1
3,9,5,4,0,1,3,1,23,3,7,2,1,1,7,1,0,23,-23,1,0,0,Control,0.4276949969316333,0.4276949969316333,1
7,2,5,8,0,0,4,0,22,4,5,2,3,4,2,0,0,31,-31,1,0,0,Control,0.537769122873713,0.537769122873713,1
7,9,7,7,1,0,2,0,59,2,8,4,4,4,9,0,0,1,1,1,0,0,Treated,0.3963315967098685,0.3963315967098685,1
2,8,6,5,1,0,2,1,21,2,5,3,1,2,10,0,0,34,34,1,0,0,Treated,0.5929514511413604,0.5929514511413604,1
1,8,3,5,1,0,3,1,34,3,5,3,1,4,4,1,1,61,61,1,0,0,Treated,0.5129091023831444,0.5129091023831444,1
6,9,7,8,1,0,2,0,62,2,5,2,2,2,5,0,0,30,30,0,0,0,Treated,0.3761119022396694,0.3761119022396694,1
3,7,4,7,0,0,3,1,41,3,5,3,2,3,7,0,1,31,-31,1,0,0,Control,0.46657781688423206,0.46657781688423206,1
5,9,3,8,0,0,3,1,48,3,5,2,1,5,8,0,1,19,-19,1,0,0,Control,0.4638287494423824,0.4638287494423824,1
7,9,6,8,0,0,6,0,41,6,7,3,2,8,6,0,1,1,-1,1,0,0,Control,0.5045491255942208,0.5045491255942208,1
3,9,3,3,1,0,3,0,38,3,5,2,1,3,5,0,1,50,50,1,0,0,Treated,0.5094211970374114,0.5094211970374114,1
6,7,6,7,0,1,4,0,17,4,6,2,1,3,6,1,0,20,-20,0,0,0,Control,0.4866815321003522,0.4866815321003522,1
4,10,5,7,1,0,6,0,68,6,9,4,3,10,7,0,0,35,35,0,0,0,Treated,0.38199750340826955,0.38199750340826955,1
5,3,7,6,0,1,2,0,20,2,6,2,1,7,3,0,0,34,-34,0,0,0,Control,0.5008473761252349,0.5008473761252349,1
5,9,6,7,0,0,3,1,43,3,7,3,2,5,7,0,1,32,-32,1,0,1,Control,0.4702022033431142,0.4702022033431142,1
3,8,4,6,0,1,2,0,17,2,6,3,1,3,6,1,1,35,-35,1,0,0,Control,0.5057086373312497,0.5057086373312497,1
6,8,5,6,0,0,7,0,54,7,8,2,3,8,6,0,0,6,-6,1,0,1,Control,0.4104997210583209,0.4104997210583209,1
8,9,6,10,0,0,3,1,58,3,5,3,2,7,2,0,0,29,-29,1,0,1,Control,0.39321140773425717,0.39321140773425717,1
7,10,3,10,0,0,6,1,34,6,7,3,2,2,2,0,1,12,-12,1,0,1,Control,0.4506990638609056,0.4506990638609056,1
1,10,1,3,0,0,2,1,22,2,5,1,0,7,5,0,0,27,-27,1,0,0,Control,0.6074806678030391,0.6074806678030391,1
3,9,9,7,0,1,4,0,23,4,6,3,2,2,4,1,0,28,-28,0,0,0,Control,0.4298899752157186,0.4298899752157186,1
1,9,5,8,0,0,6,0,53,6,5,3,1,10,3,1,1,27,-27,1,0,0,Control,0.4678937347437405,0.4678937347437405,1
4,8,6,6,1,1,2,0,18,2,5,3,2,4,0,0,0,17,17,0,0,0,Treated,0.46385018383681387,0.46385018383681387,1
5,9,6,8,1,0,7,0,36,7,9,3,2,10,2,0,0,57,57,1,0,0,Treated,0.5180139628730541,0.5180139628730541,1
3,8,5,10,1,0,1,1,86,1,2,3,2,0,4,0,0,51,51,0,0,0,Treated,0.2516481776322417,0.2516481776322417,1
7,9,5,8,0,1,1,0,16,1,6,3,2,3,2,1,0,19,-19,0,0,1,Control,0.4804311601548694,0.4804311601548694,1
5,7,5,8,0,0,4,1,22,4,5,3,1,4,4,0,0,4,-4,1,0,1,Control,0.5644818920904314,0.5644818920904314,1
6,9,6,8,1,1,7,0,26,7,7,3,3,8,7,1,0,14,14,1,0,1,Treated,0.4354125545541097,0.4354125545541097,1
7,9,7,9,0,0,6,0,39,6,7,2,2,4,2,0,1,28,-28,1,0,0,Control,0.46010332313599,0.46010332313599,1
3,9,1,5,0,0,6,0,56,6,7,4,3,0,1,0,0,16,-16,1,0,1,Control,0.3437085483543489,0.3437085483543489,1
9,10,7,9,0,1,6,0,26,6,8,4,1,9,6,1,0,20,-20,0,0,0,Control,0.48698755922825876,0.48698755922825876,1
6,9,7,8,0,0,7,0,65,7,9,3,3,7,9,0,0,26,-26,0,0,0,Control,0.3710646212677806,0.3710646212677806,1
2,9,2,9,0,0,3,1,29,3,6,1,1,3,9,1,1,27,-27,1,0,0,Control,0.5379494676982349,0.5379494676982349,1
2,10,2,7,0,0,7,1,36,7,8,4,1,0,0,0,0,8,-8,1,0,0,Control,0.43554066739493474,0.43554066739493474,1
7,8,8,9,0,0,7,0,38,7,8,3,2,5,4,0,1,30,-30,1,0,1,Control,0.4809067031197713,0.4809067031197713,1
1,1,1,7,0,0,4,0,65,4,4,3,3,0,1,0,0,24,-24,1,0,0,Control,0.31239013270266625,0.31239013270266625,1
3,10,0,3,1,1,4,0,22,4,4,3,6,2,7,0,0,15,15,0,0,0,Treated,0.37790393321833704,0.37790393321833704,1
6,7,7,7,0,1,4,1,26,4,7,3,1,1,4,0,0,8,-8,0,0,0,Control,0.40100253789049034,0.40100253789049034,1
7,10,7,8,1,1,4,0,22,4,8,2,1,2,3,1,0,23,23,1,0,1,Treated,0.44037943796828266,0.44037943796828266,1
7,9,9,9,1,0,6,0,32,6,6,2,2,6,3,0,1,11,11,1,0,1,Treated,0.5140123547377642,0.5140123547377642,1
8,9,8,7,1,0,6,1,30,6,8,3,2,5,5,0,0,27,27,1,0,0,Treated,0.504841284220014,0.504841284220014,1
5,9,7,8,0,1,6,0,26,6,8,2,1,2,2,1,0,5,-5,0,0,1,Control,0.40501812939375037,0.40501812939375037,1
4,8,5,5,0,1,4,1,23,4,6,4,1,7,4,1,0,8,-8,1,0,1,Control,0.4662237113531664,0.4662237113531664,1
5,8,8,8,1,0,7,0,31,7,5,3,2,8,8,0,0,1,1,0,1,1,Treated,0.5570091653383056,0.5570091653383056,1
